record_id,scenario,expected_annual_loss_nzd,events_exposed,OBJECTID,asset_type,asset_group,asset_id,VALIDATIONSTATE,GlobalID,description,SITE,site_description,local_board,STREETNAME,STREETNUMBER,city,replacement_value_nzd,criticality_score,priority_score,risk_band
park-1839,slr_1m,0.0,0,1839,Fitness Station - Public Access,Fitness Location,24610-L100-230-EXW-002,3,c3bc3a7d-1516-4545-986a-5f0373ff0813,PS_Fitness Station,24610,Kopupaka Reserve,Henderson-Massey,Maki Street,,Auckland,150000.0,2,0.0,No modelled exposure
park-184,slr_1m,0.0,0,184,Public Toilet,Building Level 3,10488-B017-151,3,702fb24e-0498-4076-a6ca-d52ea565e929,Vault Toilets Mill Bay - Wtks,10488,Waitakere South Regional Park,Waitakere Ranges,Huia Road,718,Auckland,450000.0,3,0.0,No modelled exposure
park-1840,slr_1m,0.0,0,1840,Playground - Public Access,Playground Location,21575-L100-230-EXW-001,3,00cbdb00-285f-4a2f-b706-69cbda77ae17,PS_Playground,21575,Silvana Park/Norwood Estate Park,Howick,Murphys Road,285R,Auckland,300000.0,2,0.0,No modelled exposure
park-1841,slr_1m,0.0,0,1841,Playground - Public Access,Playground Location,21108-L100-230-EXW-001,3,9c7cec44-0428-4aed-aa08-ad315fe5934b,PS_Playground,21108,Glucina Reserve,Waitakere Ranges,Palm Court Drive,19,Auckland,300000.0,2,0.0,No modelled exposure
park-1842,slr_1m,0.0,0,1842,Playground - Public Access,Playground Location,34141-L100-230-EXW-L01,3,d8c17a15-71ab-46e5-af1b-f5cc5a1b9437,PS_Playground,34141,Fenchurch Reserve,Maungakiekie-Tamaki,Te Nohotu Road,23,Auckalnd City,300000.0,2,0.0,No modelled exposure
park-1843,slr_1m,0.0,0,1843,Playspace - Public Access,Playspace Location,10619-L100-230-EXW-003,3,67fa0024-95c3-4c6b-8e0e-6deb537f7508,PS_Courts,10619,Walter Massey Park,Mangere-Otahuhu,Massey Road,380R,Auckland,400000.0,2,0.0,No modelled exposure
park-1844,slr_1m,0.0,0,1844,Playspace - Public Access,Playspace Location,21651-L100-230-EXW-003,3,f4aeec7c-80a0-4845-bab4-a2c843e5c60a,PS_Courts,21651,Boggust Park,Mangere-Otahuhu,Lenore Road,55R,Auckland,400000.0,2,0.0,No modelled exposure
park-1845,slr_1m,0.0,0,1845,Playground - Public Access,Playground Location,22677-L100-230-EXW-L01,3,855911a9-235f-4594-a373-63070a71228d,PS_Playground,22677,Archibald Park,Whau,Archibald Road,109,Auckland,300000.0,2,0.0,No modelled exposure
park-1846,slr_1m,0.0,0,1846,Fitness Station - Public Access,Fitness Location,10757-L100-230-EXW-002,3,b3e765ef-e186-4584-ad34-5d7a66c6e063,PS_Fitness Station,10757,Moana-Nui-a-Kiwa Pool & Leisure Centre,Mangere-Otahuhu,Mascot Avenue,66R,Manukau,150000.0,2,0.0,No modelled exposure
park-1847,slr_1m,0.0,0,1847,Fitness Station - Public Access,Fitness Location,22323-L100-230-EXW-003,3,521aa0bc-d92f-4213-8a02-81c22ee66145,PS_Fitness Station,22323,Cooper Park,Otara-Papatoetoe,Whitley Crescent,35R,Auckland,150000.0,2,0.0,No modelled exposure
park-1848,slr_1m,0.0,0,1848,Playground - Public Access,Playground Location,22323-L100-230-EXW-002,3,7c37f26c-8b47-4536-a025-623133b15b12,PS_Playground,22323,Cooper Park,Otara-Papatoetoe,Whitley Crescent,35R,Auckland,300000.0,2,0.0,No modelled exposure
park-1849,slr_1m,0.0,0,1849,Unknown,Playground Location,10431-L100-230-EXW-L03,3,e1614839-0a43-4afb-9fb3-83f6faf86844,PS_ Dog Agility Course,10431,Craigavon Park,Whau,Kinross Street,82-86,Auckland,300000.0,2,0.0,No modelled exposure
park-185,slr_1m,0.0,0,185,Public Toilet,Building Level 3,10488-B020-151,3,7fcc9349-5103-448c-ae68-6b6b5acaa4a4,Vault Toilets Cornwallis Wharf - Wtks,10488,Waitakere South Regional Park,Waitakere Ranges,Cornwallis Road,120,Auckland,450000.0,3,0.0,No modelled exposure
park-1850,slr_1m,0.0,0,1850,Public Toilet,Building Level 3,20116-B003-100,3,3a4591cd-d1ca-4dcb-bddd-ced8e2638cc5,Toilet-21 Shirley Road Papatoetoe,20116,Streetscape - Otara-Papatoetoe,Otara-Papatoetoe,Shirley Road,21,Auckland,450000.0,3,0.0,No modelled exposure
park-1851,slr_1m,0.0,0,1851,Playground - Public Access,Playground Location,21282-L100-230-EXW-002,3,1ada09ac-98ea-4a6f-8480-1b6459aee2e1,PS_Playground by Buildings,21282,Smiths Reserve,Papakura,Smiths Avenue,18R,Auckland,300000.0,2,0.0,No modelled exposure
park-1852,slr_1m,0.0,0,1852,Fitness -  Public Access,Fitness Location,21726-L100-230-EXW-L01,3,62b94e92-c24e-4f96-a0b4-de6a89319840,PS_Fitness Station,21726,Raphoe Park,Howick,Thomas Road to Te Irirangi Drv,22R,Auckland,150000.0,2,0.0,No modelled exposure
park-1853,slr_1m,0.0,0,1853,Fitness -  Public Access,Fitness Location,22106-L100-230-EXW-L03,3,17c43f66-b81a-4a30-ba56-b40d1f51d305,PS_Fitness Station,22106,Sarajevo Reserve,Henderson-Massey,Sarajevo Place,7,Auckland,150000.0,2,0.0,No modelled exposure
park-1854,slr_1m,0.0,0,1854,Playground - Public Access,Playground Location,24601-L100-230-EXW-001,3,d230a355-2e91-484d-8842-a5ae6c2bc3a2,PS_Playground (Whole)-,24601,45 Beachwood Drive Hatfields,Hibiscus and Bays,Beachwood Drive,45,Auckland,300000.0,2,0.0,No modelled exposure
park-1855,slr_1m,0.0,0,1855,Fitness -  Public Access,Fitness Location,21575-L100-230-EXW-002,3,73043c8b-8cce-42ac-93fb-eb053ddcf512,PS_Fitness Station,21575,Silvana Park/Norwood Estate Park,Howick,Murphys Road,285R,Auckland,150000.0,2,0.0,No modelled exposure
park-1856,slr_1m,0.0,0,1856,Playground - Public Access,Playground Location,10655-L100-230-EXW-001,3,7c98deaf-8879-49f0-96c0-476a6f77920f,PS_Playground,10655,Aronia Way Reserve,Manurewa,Everglade Drive,66R,Auckland,300000.0,2,0.0,No modelled exposure
park-1857,slr_1m,0.0,0,1857,Fitness -  Public Access,Fitness Location,11192-L100-230-EXW-L03,3,918b1b27-cf0a-4505-a885-9842143b731c,PS_Fitness Station,11192,Southern Park,Papakura,Beach Road,44R,Auckland,150000.0,2,0.0,No modelled exposure
park-1858,slr_1m,0.0,0,1858,Playground - Public Access,Playground Location,10717-L100-230-EXW-003,3,d607743b-a958-4f74-bb7b-6c9733d46d72,PS_Kauri Kids ECE Playground,10717,Clendon Community Centre Reserve,Manurewa,Palmers Road,17R,Auckland,300000.0,2,0.0,No modelled exposure
park-1859,slr_1m,0.0,0,1859,Fitness -  Public Access,Fitness Location,22739-L100-230-EXW-L02,3,b6074c43-9a8f-4f8c-b201-426935a83f3d,PS_Fitness Station,22739,Macleans Park,Howick,The Esplanade,67R,Auckland,150000.0,2,0.0,No modelled exposure
park-1860,slr_1m,0.0,0,1860,Changing Shed,Building Level 3,21798-B003-152,3,3bb60efc-b4db-4088-b1f1-9d9b847fb0e4,Male Changing Room,21798,Okahu Bay Reserve,Orakei,Tamaki Drive,14,Auckland,650000.0,2,0.0,No modelled exposure
park-1861,slr_1m,0.0,0,1861,Fitness -  Public Access,Fitness Location,11072-L100-230-EXW-L04,3,db9cc076-1233-41fb-9008-6a8799db22fc,PS_Fitness Station,11072,Sunnynook Park,Devonport-Takapuna,Sunnynook Road,90,Auckland,150000.0,2,0.0,No modelled exposure
park-1863,slr_1m,0.0,0,1863,Playground - Public Access,Playground Location,34510-L001-230-EXW-01,3,10499181-5680-45ce-afdc-06a17cbb6139,PS_Playground (Whole)-,34510,Kukari,Kaipatiki,Richardson Place,,Auckland,300000.0,2,0.0,No modelled exposure
park-1864,slr_1m,0.0,0,1864,Playground - Public Access,Playground Location,21721-L100-230-EXW-002,3,b0d9f2f5-3c2a-45a2-bfc9-e1836b7dbc0e,PS_Playground,21721,Tahapa Reserve,Orakei,Tahapa Crescent,63,Auckland,300000.0,2,0.0,No modelled exposure
park-1865,slr_1m,0.0,0,1865,Playground - Public Access,Playground Location,10619-L100-230-EXW-L01,3,64b4d7f6-b532-4464-8500-38c3a959df9b,PS_Playground,10619,Walter Massey Park,Mangere-Otahuhu,Massey Road,380R,Auckland,300000.0,2,0.0,No modelled exposure
park-1866,slr_1m,0.0,0,1866,Playground - Public Access,Playground Location,20885-L100-230-EXW-001,3,6ef70939-ac52-4afe-9156-97bee74661ed,PS_Playground (Whole)-,20885,Portsea Reserve,Kaipatiki,Portsea Place,1,Auckland,300000.0,2,0.0,No modelled exposure
park-1867,slr_1m,0.0,0,1867,Playground - Public Access,Playground Location,34440-L100-230-EXW-L03,3,daae9b25-d393-4367-9c2b-9db014ad509f,PS_Playground - Children's Park,34440,Awakeri Wetlands - Stormwater,Papakura,Cosgrave Road,84,auckland,300000.0,2,0.0,No modelled exposure
park-1868,slr_1m,0.0,0,1868,Playground - Public Access,Playground Location,11273-L151-230-EXW-001,3,f3318fe5-b10b-4d8c-a2ca-1ea0784fd0c9,PS_Playground (Whole) - Holiday Park,11273,Orewa Reserve,Hibiscus and Bays,Hibiscus Coast Highway,265,Auckland,300000.0,2,0.0,No modelled exposure
park-1869,slr_1m,0.0,0,1869,Public Toilet,Building Level 3,21798-B003-151,3,2733be85-9cd5-4b17-bdfb-dab0373ae575,Male Toilet - H39 (Okahu Bay),21798,Okahu Bay Reserve,Orakei,Tamaki Drive,14,Auckland,450000.0,3,0.0,No modelled exposure
park-187,slr_1m,0.0,0,187,Public Toilet,Building Level 3,10488-B037-151,3,28dc3561-9769-47e8-acc8-a5092432bc2f,Composting Whatipu C/Grd - Wtks,10488,Waitakere South Regional Park,Waitakere Ranges,End of Whatipu Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-1870,slr_1m,0.0,0,1870,Playground - Public Access,Playground Location,10326-L100-230-EXW-001,3,145e28b9-2267-49ed-b68b-d6211e72c243,PS_Playground,10326,Outhwaite Park,Waitemata,Carlton Gore Road,53,Auckland,300000.0,2,0.0,No modelled exposure
park-1871,slr_1m,0.0,0,1871,Playground - Public Access,Playground Location,10348-L100-230-EXW-002,3,d28d3d9d-5073-4d66-8ed5-ccbf060c22ae,PS_Playground,10348,Western Springs Lakeside,Waitemata,Great North Road,859,Auckland,300000.0,2,0.0,No modelled exposure
park-1872,slr_1m,0.0,0,1872,Public Toilet,Building Level 3,10130-B001-151,3,e24835e0-0df5-4111-8614-a08b77fa860e,Toilet - H9 (120 Symonds St),10130,Symonds Street Cemetery East,Waitemata,Symonds Street,120,Auckland,450000.0,3,0.0,No modelled exposure
park-1873,slr_1m,0.0,0,1873,Public Toilet,Building Level 3,24379-B001-151,3,326119d6-03c7-40bb-998d-323c7cda30c2,Toilet 41 Third View AV Beachlands,24379,41 Third view -Toilet -not council owned,Franklin,Third View Avenue,41,Beachlands,450000.0,3,0.0,No modelled exposure
park-1874,slr_1m,0.0,0,1874,Fitness -  Public Access,Fitness Location,21651-L100-230-EXW-004,3,78fffd22-e774-44fa-b62c-d502595b0371,PS_Fitness Station,21651,Boggust Park,Mangere-Otahuhu,Lenore Road,55R,Auckland,150000.0,2,0.0,No modelled exposure
park-1875,slr_1m,0.0,0,1875,Playground - Public Access,Playground Location,33881-L100-230-EXW-001,3,879adaac-35ec-4739-818a-9b4d566170ad,PS_Playground,33881,Kauri Heart Park,Papakura,Kauri Heart Avenue,27,Takaanini,300000.0,2,0.0,No modelled exposure
park-1876,slr_1m,0.0,0,1876,Public Toilet,Building Level 3,20072-B002-151,3,c64894c9-0011-4c61-a7bb-7879917d8e59,Rock Isle Road Public Toilet,20072,Rock Isle Road Public Toilets,Hibiscus and Bays,Rock Isle Road,59,North Shore,450000.0,3,0.0,No modelled exposure
park-1877,slr_1m,0.0,2,1877,Playground - Public Access,Playground Location,22393-L100-230-EXW-001,3,6b51874d-e80a-471e-ba5f-e608db684e3c,PS_Playground,22393,Cabeleigh Drive Pond Reserve,Rodney,Cabeleigh Drive,25,Auckland,300000.0,2,0.0,No modelled exposure
park-1878,slr_1m,0.0,0,1878,Public Toilet,Building Level 3,10714-B005-101,3,748c17b3-eb7a-45f8-9172-583ca6665111,Ngati Otara Multisport Public Toilets,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,95R,Auckland,450000.0,3,0.0,No modelled exposure
park-1879,slr_1m,0.0,0,1879,Unknown,Playground Location,11267-L100-230-EXW-001,3,49393846-404d-4f21-aec1-31636d9a6616,PS_Playground (Whole)-,11267,Wainui Hall Grounds,Rodney,Waitoki Road,439,North Shore,300000.0,2,0.0,No modelled exposure
park-188,slr_1m,0.0,0,188,Public Toilet,Building Level 3,10488-B094-100,3,ae577a82-74dc-4405-b882-c847f88e3902,Vault Toilets Mill Bay Disabled - Wtks,10488,Waitakere South Regional Park,Waitakere Ranges,Huia Road,718,Auckland,450000.0,3,0.0,No modelled exposure
park-1881,slr_1m,0.0,0,1881,Library,Building Level 3,33982-B001-100,3,77ffbf98-734d-4054-807d-e4eeaa88a122,"Jervois Road, 14 - Third Party",33982,"Jervois Road, 14 - Third Party",Waitemata,Jervois Road,14,Auckland,15000000.0,5,0.0,No modelled exposure
park-1882,slr_1m,0.0,0,1882,Public Toilet,Building Level 3,33730-B001-151,3,05079996-a5d5-49e9-8138-224b9aa303cc,Toilet-In Reserve,33730,Hobsonville Rifle Range - TEMP,Upper Harbour,Catalina Bay Drive,1,Auckland,450000.0,3,0.0,No modelled exposure
park-1883,slr_1m,0.0,0,1883,Public Toilet,Building Level 3,10331-B001-151,3,4a640134-d78b-4272-a4cb-4c77e0b20eee,Phyllis Reserve Toilets,10331,Phyllis Reserve,Albert-Eden,Phyllis Street,22,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1884,slr_1m,0.0,0,1884,Unknown,Playground Location,34452-L100-230-EXW-001,3,fb1f65a8-ce77-4d65-aa33-856056a16cc9,PS_Playground (Whole)-,34452,"159 Ahutoetoe Rd, Milldale",Rodney,Ahutoetoe Rd,169,Milldale,300000.0,2,0.0,No modelled exposure
park-1885,slr_1m,0.0,0,1885,Public Toilet,Building Level 3,22367-B001-100,3,ad769564-5286-477e-b481-7efcbe6ed283,Toilet-Basement of the Te Hana Hall,22367,Te Hana Reserve,Rodney,Whakapirau Road,12,AUCKLAND,450000.0,3,0.0,No modelled exposure
park-1886,slr_1m,0.0,0,1886,Library,Building Level 3,11454-B001-102,3,4651a55f-db4e-4788-a763-9b587440bf7a,Ex Massey Library Space,11454,Massey Leisure Centre & Library,Henderson-Massey,Don Buck Road,545,Auckland,15000000.0,5,0.0,No modelled exposure
park-1887,slr_1m,0.0,0,1887,Public Toilet,Building Level 3,10253-B005-151,3,40149f6f-9705-46fd-8be6-39681f33df11,Toilet - Exeloo (Waiatarua Reserve),10253,Waiatarua Reserve (Remuera),Orakei,Abbotts Way,98,Auckland,450000.0,3,0.0,No modelled exposure
park-1888,slr_1m,0.0,0,1888,Changing Shed,Building Level 3,11335-B001-151,3,7c5c9917-664d-4494-9f0c-2396092be4f3,Changing Room-S side artificial turf,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,650000.0,2,0.0,No modelled exposure
park-1889,slr_1m,0.0,0,1889,Toilet/Changing,Building Level 3,10480-B031-151,3,ca544b80-0a0d-4c5a-993a-d76b59d93e7d,Toilet & Changing Room- Anchor Bay,10480,Tawharanui Regional Park,Rodney,Takatu Road,1181,North Shore,800000.0,3,0.0,No modelled exposure
park-189,slr_1m,0.0,0,189,Public Toilet,Building Level 3,10489-B019-151,3,fbcf6c46-ed9b-4e28-a81b-0b40fddfb7a8,Lake Wainamu Vault Toilet - Wtkn,10489,Waitakere North Regional Park,Waitakere Ranges,Bethells Road,226,Auckland,450000.0,3,0.0,No modelled exposure
park-1890,slr_1m,0.0,0,1890,Changing Shed,Building Level 3,10822-B002-152,3,042c0d1a-b87c-4ad5-a559-df2f3e958101,Changing Rooms-Kohuora Park-Station Rd,10822,Kohuora Park,Otara-Papatoetoe,Station Road,44R,Manukau,650000.0,2,0.0,No modelled exposure
park-1891,slr_1m,0.0,0,1891,Toilet/Changing,Building Level 3,10378-B001-151,3,a4f25c3c-7ea3-45ed-9ca7-751174fba85f,Sportsfield Changing Room,10378,Owairaka/Mount Albert,Albert-Eden,Summit Drive,27,Auckland Central,800000.0,3,0.0,No modelled exposure
park-1892,slr_1m,0.0,0,1892,Toilet/Changing,Building Level 3,11056-B003-151,3,409b5518-0006-4ffa-ad45-69e88b2c2880,Toilet and changing-temp portacom.,11056,Freyberg Park,Hibiscus and Bays,Woodlands Crescent,4,North Shore,800000.0,3,0.0,No modelled exposure
park-1893,slr_1m,0.0,0,1893,Toilet/Changing,Building Level 3,10209-B001-151,3,f8a6022b-3fff-4305-a9ea-4b48b4d87f60,Toilets and Changing Rooms,10209,Hamlin Park,Maungakiekie-Tamaki,Hamlin Road,39,Auckland Central,800000.0,3,0.0,No modelled exposure
park-1895,slr_1m,0.0,0,1895,Public Toilet,Building Level 3,10012-B002-152,3,2692b17f-ef01-40d1-84c2-67e9748f6b99,Public Toilets,10012,Heard Park,Waitemata,Parnell Road,192,Auckland,450000.0,3,0.0,No modelled exposure
park-1897,slr_1m,0.0,0,1897,Toilet/Changing,Building Level 3,10441-B005-102,3,8bb58a0e-51dc-42c3-b4cc-839952763551,Changing Rooms & First Aid Room,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,800000.0,3,0.0,No modelled exposure
park-1898,slr_1m,0.0,0,1898,Public Toilet,Building Level 3,22940-B005-151,3,7a2bd651-4625-468d-b72a-72d37993316a,Whanau Atea - Toilet,22940,Te Pane-o-Mataaho/Mangere Mountain,Mangere-Otahuhu,Domain Road,17R,Auckland,450000.0,3,0.0,No modelled exposure
park-1899,slr_1m,0.0,0,1899,Public Toilet,Building Level 3,11278-B003-151,3,459aca1a-32f8-4028-aa9f-93becd547cac,Toilet - Public - 118 Rodney Street,11278,"118 Rodney Street, Wellsford",Rodney,Rodney Street,118,North Shore,450000.0,3,0.0,No modelled exposure
park-190,slr_1m,0.0,0,190,Public Toilet,Building Level 3,10490-B021-151,3,75289c44-d463-42b0-940b-57e9549aa168,Education Building Toilets,10490,Waitakere Central Regional Park,Waitakere Ranges,Scenic Drive,300,Auckland,450000.0,3,0.0,No modelled exposure
park-1900,slr_1m,0.0,0,1900,Public Toilet,Building Level 3,20121-B005-151,3,ef860ba7-cfd3-4721-a003-ad5136846234,Toilet-400 Titirangi Rd_next to bus stop,20121,Streetscape - Waitakere Ranges,Waitakere Ranges,,,Auckland,450000.0,3,0.0,No modelled exposure
park-1901,slr_1m,0.0,0,1901,Changing Shed,Building Level 3,22134-B002-100,3,c13bf6ba-f989-452c-b4f7-3c4df3f43166,Changing Room,22134,William Fraser Reserve,Rodney,Broadlands Drive,37,Auckland,650000.0,2,0.0,No modelled exposure
park-1902,slr_1m,0.0,0,1902,Public Toilet,Building Level 3,10324-B004-100,3,4b0b73c0-67fd-404a-a40c-2e4d7ecb4a9b,Toilets block 15th tee,10324,Chamberlain Park,Albert-Eden,Linwood Avenue,46A,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1904,slr_1m,0.0,0,1904,Public Toilet,Building Level 3,22134-B002-151,3,c8ac30d2-6d68-4dc2-88db-dde087fd7e0d,Toilet-Near Carpark & Playground,22134,William Fraser Reserve,Rodney,Broadlands Drive,37,Auckland,450000.0,3,0.0,No modelled exposure
park-1905,slr_1m,0.0,0,1905,Public Toilet,Building Level 3,11056-B006-151,3,3bb7aed8-22c8-4667-bbe1-be2c3cf01780,Toilets and changing rooms,11056,Freyberg Park,Hibiscus and Bays,Woodlands Crescent,4,North Shore,450000.0,3,0.0,No modelled exposure
park-1906,slr_1m,0.0,0,1906,Changing Shed,Building Level 3,23973-B001-101,3,5bae42b1-7139-4450-86a4-bd5eaced1013,Te Puke O Tara Changing Rooms,23973,Te Puke o Tara Sports Park,Otara-Papatoetoe,East Tamaki Road,383,Auckland,650000.0,2,0.0,No modelled exposure
park-1907,slr_1m,0.0,0,1907,Public Toilet,Building Level 3,10013-B006-151,3,e4c376c4-86df-435e-b9cc-674a5e6ec671,Toilet,10013,Studio One - Toi Tu,Waitemata,Ponsonby Road,1,Auckland,450000.0,3,0.0,No modelled exposure
park-1909,slr_1m,0.0,0,1909,Public Toilet,Building Level 3,22480-B002-151,3,7075688c-be55-4aad-ab22-86ca41ee7032,Toilet-Near Exit From Witheford Rd,22480,Stables Landing Reserve,Rodney,Witheford Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-191,slr_1m,0.0,0,191,Public Toilet,Building Level 3,10491-B013-151,3,1c1303ce-9e77-410e-a4e9-dfbcf8848b42,Vault Toilet-Te Rau Puriri,10491,Te Rau Puriri Regional Park,Rodney,South Head Road,2911,Auckland,450000.0,3,0.0,No modelled exposure
park-1911,slr_1m,0.0,0,1911,Public Toilet,Building Level 3,11085-B008-100,3,6ad5a2d4-527f-4165-be03-810d7ab6a07b,Takarunga Bunker - Toilet,11085,Takarunga/Mt Victoria,Devonport-Takapuna,Kerr Street,24,North Shore,450000.0,3,0.0,No modelled exposure
park-1912,slr_1m,0.0,0,1912,Public Toilet,Building Level 3,10441-B005-100,3,c301f976-175f-4f59-9a3f-1d4eb6ca8b1c,Public Toilets - Lower Floor,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,450000.0,3,0.0,No modelled exposure
park-1913,slr_1m,0.0,0,1913,Public Toilet,Building Level 3,23973-B001-100,3,df3a9f28-438d-4ae5-8f19-6d69d94a0142,Te Puke O Tara Toilets,23973,Te Puke o Tara Sports Park,Otara-Papatoetoe,East Tamaki Road,383,Auckland,450000.0,3,0.0,No modelled exposure
park-1914,slr_1m,0.0,0,1914,Public Toilet,Building Level 3,10441-B005-101,3,90ca5d17-d12c-416c-ba6c-2fd15c2867db,Public Toilets - Upper Floor,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,450000.0,3,0.0,No modelled exposure
park-1916,slr_1m,0.0,0,1916,Public Toilet,Building Level 3,10892-B021-100,3,f85f3401-e99a-4d74-b741-c7501a25f06c,Toilet-Exeloo-Redoubt Road,10892,Totara Park,Manurewa,Redoubt Road,159,Auckland,450000.0,3,0.0,No modelled exposure
park-1917,slr_1m,0.0,0,1917,Playground,Playground Location,24920-L100-230-EXW-001,3,fca89ead-750e-4d88-9eec-476628df4602,PS_Playground,24920,169 Matua Road â€“ Provisional,Rodney,Matua Road,169,Rodney,300000.0,2,0.0,No modelled exposure
park-1918,slr_1m,0.0,0,1918,Public Toilet,Building Level 3,10890-B001-151,3,b2b09092-81c2-4d06-8ddb-78b6f692a2ff,Wattle Farm Ponds Reserve Toilet Block,10890,Wattle Farm Ponds Reserve,Manurewa,Wattle Farm Road,39R,Auckland,450000.0,3,0.0,No modelled exposure
park-1919,slr_1m,0.0,0,1919,Public Toilet,Building Level 3,11072-B007-151,3,c1874c86-a4fc-40cd-936e-ba50c087f5cb,Sunnynook Park Exeloo,11072,Sunnynook Park,Devonport-Takapuna,Sunnynook Road,90,Auckland,450000.0,3,0.0,No modelled exposure
park-192,slr_1m,0.0,0,192,Public Toilet,Building Level 3,10493-B018-151,3,ddf3bc22-7197-4617-846b-b303b685334a,Kayak Camp Compost Toilet (Remote Accs),10493,Waitawa Regional Park,Franklin,Clevedon Kawakawa Road,1168,Franklin,450000.0,3,0.0,No modelled exposure
park-1920,slr_1m,0.0,0,1920,Public Toilet,Building Level 3,10139-B015-101,3,194da081-a680-4e36-829d-0c1eafa92ea5,Akarana Marine Sports Ctr Public Toilets,10139,Tamaki Drive (The Landing),Orakei,Tamaki Drive,8-12,Auckland,450000.0,3,0.0,No modelled exposure
park-1921,slr_1m,0.0,0,1921,Public Toilet,Building Level 3,10489-B024-151,3,db186eed-d36f-43c2-9125-07f3269f0616,Falls Rd Lower Carpark Permaloo Toilet,10489,Waitakere North Regional Park,Waitakere Ranges,Falls Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-1922,slr_1m,0.0,0,1922,Public Toilet,Building Level 3,10365-B015-151,3,ecd66b85-4e99-4cf5-9335-896027afb977,Toilets: 3 Kings Soccer club,10365,Keith Hay Park,Puketapapa,End of Arundel street,,,450000.0,3,0.0,No modelled exposure
park-1924,slr_1m,0.0,0,1924,Public Toilet,Building Level 3,10490-B034-151,3,15461106-ffbe-40cf-afff-64513d666af5,Toilet - Wtkc Bush camp,10490,Waitakere Central Regional Park,Waitakere Ranges,Scenic Drive,300,Auckland,450000.0,3,0.0,No modelled exposure
park-1925,slr_1m,0.0,0,1925,Public Toilet,Building Level 3,10618-B002-151,3,4e998c55-16a8-4085-be0f-a560e1745c67,Gallaher Park Public Toilet,10618,Gallaher Park,Manurewa,Alfriston Road,21R,Manukau,450000.0,3,0.0,No modelled exposure
park-1926,slr_1m,0.0,0,1926,Public Toilet,Building Level 3,10295-B003-151,3,1f0309f0-ba49-47b6-bdd4-4acc2eb0c6f5,Windmill park public toilets,10295,Windmill Park,Albert-Eden,Windmill Road,48,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1927,slr_1m,0.0,0,1927,Public Toilet,Building Level 3,20615-B002-151,3,76dc674a-b11b-44e4-9c33-5a7c1e92d3ae,Toilet Wi24 Oneroa Permaloo,20615,Oneroa Beach Reserve Accessway,Waiheke,Ocean View Road,159A,Auckland,450000.0,3,0.0,No modelled exposure
park-1928,slr_1m,0.0,0,1928,Public Toilet,Building Level 3,10489-B023-151,3,5bdc8520-f560-4caf-b37c-d49e90b66395,Falls Rd Upper Carpark Permaloo Toilet,10489,Waitakere North Regional Park,Waitakere Ranges,Falls Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-1929,slr_1m,0.0,0,1929,Unknown,Playground Location,22132-L100-230-EXW-001,3,34ede4a6-f40d-4acb-8c34-23937476e891,PS_Playground (Whole)-,22132,Te KÄwai,Kaipatiki,Cadness Street,96,Auckland,300000.0,2,0.0,No modelled exposure
park-193,slr_1m,0.0,0,193,Public Toilet,Building Level 3,10493-B023-151,3,2e7ab037-b711-4a32-beea-6c2457ac1e96,Mountain Bike Compost Toilet Waitawa,10493,Waitawa Regional Park,Franklin,Clevedon Kawakawa Road,1168,Franklin,450000.0,3,0.0,No modelled exposure
park-1930,slr_1m,0.0,0,1930,Changing Shed,Building Level 3,10790-B005-101,3,a9123faf-2000-4ec4-bf26-fd9e2123080e,Changing Rooms,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,650000.0,2,0.0,No modelled exposure
park-1931,slr_1m,0.0,0,1931,Public Toilet,Building Level 3,10751-B003-100,3,dfd85487-c3cf-4c23-af87-31c020af7c25,Toilet-David Lange Park,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,450000.0,3,0.0,No modelled exposure
park-1932,slr_1m,0.0,0,1932,Public Toilet,Building Level 3,10790-B005-100,3,1bf62600-f7f1-4a70-be9c-bfdb12dec0a8,Toilets,10790,Aorere Park,Otara-Papatoetoe,Raglan Street,53R,Auckland,450000.0,3,0.0,No modelled exposure
park-1933,slr_1m,0.0,0,1933,Playground - Public Access,Playground Location,22864-L100-230-EXW-002,3,35fe1b33-5506-47e9-90ba-3e62f7de1ff6,PS_Playground,22864,Othello Park,Otara-Papatoetoe,Othello Drive,28R,Auckland,300000.0,2,0.0,No modelled exposure
park-1934,slr_1m,0.0,0,1934,Fitness Station - Public Access,Fitness Location,22864-L100-230-EXW-003,3,22948bec-fa30-47e3-b563-d8ed98392557,PS_Fitness Station,22864,Othello Park,Otara-Papatoetoe,Othello Drive,28R,Auckland,150000.0,2,0.0,No modelled exposure
