record_id,asset_id,asset_type,local_board,replacement_value_nzd,description,site_description,asset_group,planning_area,criticality_score,untreated_eal_nzd,treated_eal_nzd,avoided_annual_loss_nzd,modelled_loss_reduction_pct,base_capital_cost_nzd,cost_multiplier,capital_cost_nzd,annual_om_cost_nzd,analysis_years,real_discount_rate,pv_avoided_loss_nzd,pv_om_cost_nzd,pv_lifecycle_cost_nzd,illustrative_npv_nzd,illustrative_bcr,break_even_capex_nzd,discounted_payback_year,payback_status,assumption_set,analysis_status
park-643,10281-B001-151,Public Toilet,Waiheke,450000.0,Toilet - Wi18 ( Man O War Bay),Man O' War Bay,Building Level 3,Waiheke-Great Barrier,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-69,10134-B022-151,Public Toilet,Aotea/Great Barrier,450000.0,Toilet - G2 (Shoal Bay Wharf),Streetscape - Great Barrier,Building Level 3,Waiheke-Great Barrier,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-740,20023-B001-151,Public Toilet,Franklin,450000.0,Matakawau Point Reserve Toilets,Matakawau Point Reserve,Building Level 3,Franklin,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-751,20472-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet-On Right Side Next To Carpark,Gulf Harbour Marina Hammerhead Reserve,Building Level 3,Hibiscus and Bays,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-266,10845-B002-151,Public Toilet,Howick,450000.0,Cockle Bay Toilet & Change Block,Cockle Bay Reserve,Building Level 3,Howick,3,3712.500000000001,2413.1250000000005,1299.3750000000005,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,19974.5785530559,13835.205924194559,103835.20592419455,-83860.62737113866,0.19236807376910725,17313.126639219652,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-269,10905-B001-151,Public Toilet,Franklin,450000.0,Toilet - (Umupuia Coastal Reserve),Umupuia Coastal Reserve,Building Level 3,Franklin,3,3712.500000000001,2413.1250000000005,1299.3750000000005,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,19974.5785530559,13835.205924194559,103835.20592419455,-83860.62737113866,0.19236807376910725,17313.126639219652,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-397,22860-B003-151,Public Toilet,Franklin,450000.0,Toilet Orere Point Res Foreshore - South,Orere Point Beach Reserve,Building Level 3,Franklin,3,3712.500000000001,2413.1250000000005,1299.3750000000005,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,19974.5785530559,13835.205924194559,103835.20592419455,-83860.62737113866,0.19236807376910725,17313.126639219652,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-567,22860-B002-151,Public Toilet,Franklin,450000.0,Toilet Orere Point Res Foreshore - North,Orere Point Beach Reserve,Building Level 3,Franklin,3,3712.500000000001,2413.1250000000005,1299.3750000000005,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,19974.5785530559,13835.205924194559,103835.20592419455,-83860.62737113866,0.19236807376910725,17313.126639219652,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-726,11345-B001-151,Public Toilet,Waitakere Ranges,450000.0,Toilet-(Sandys Parade)N End Of Beach,Sandys Parade,Building Level 3,Waitakere Ranges,3,3712.500000000001,2413.1250000000005,1299.3750000000005,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,19974.5785530559,13835.205924194559,103835.20592419455,-83860.62737113866,0.19236807376910725,17313.126639219652,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-141,10424-B003-100,Changing Shed,Orakei,650000.0,Changing Rooms - H36,Madills Farm Recreation Reserve,Building Level 3,Orakei,2,10432.5,6781.125,3651.375,0.35,130000.0,1.0,130000.0,1300.0,30,0.05,56130.58336828434,19984.186334947695,149984.1863349477,-93853.60296666337,0.3742433435144448,48651.63465687783,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-332,10905-B001-152,Changing Shed,Franklin,650000.0,Changing room area (Umupuia Res),Umupuia Coastal Reserve,Building Level 3,Franklin,2,5362.5,3485.625000000001,1876.874999999999,0.3499999999999998,130000.0,1.0,130000.0,1300.0,30,0.05,28852.16902108072,19984.186334947695,149984.1863349477,-121132.01731386699,0.19236807376910708,25007.849589983918,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-209,10607-B001-151,Toilet/Changing,Howick,800000.0,Rogers Park Toilets&Changing Room,Rogers Park,Building Level 3,Howick,3,6600.000000000002,4290.000000000001,2310.000000000001,0.35000000000000003,160000.0,1.0,160000.0,1600.0,30,0.05,35510.36187209938,24595.92164301255,184595.92164301255,-149085.55977091315,0.19236807376910728,30778.891803057162,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
