record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-724,11263-B001-151,Toilet-(Victor Eaves Park),Victor Eaves Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-745,20111-B002-151,Toilet-Langton Road Beach Front,Streetscape - Hibiscus and Bays,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-757,20753-B001-151,Toilet - G17 (Okiwi Park),Okiwi Park,Public Toilet,Building Level 3,Aotea/Great Barrier,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-76,10172-B002-151,Toilet - Wi15 (Blackpool),Blackpool Park,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-765,21480-B001-151,Toilet-West EndBeach Across From,Big Bay Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-770,21849-B001-151,Toilet-Midbeach Toilets Opposite Of,North Piha Strand,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-773,22162-B001-101,Point Wells Library,Point Wells Community Centre,Library Rural,Building Level 3,Rodney,Rodney,5000000.0,4,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-781,22463-B001-151,Toilet-Sw Corner Of Carpark,Kaukapakapa Hall/Library/Fire Station,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-783,22631-B001-151,North Toilet-Metro Park East,Metro Park - East,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-80,10200-B002-151,Toilet - H22 (Victoria Park),Victoria Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-81,10200-B003-151,Toilet - H49 (Victoria Park),Victoria Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-82,10207-B005-151,Toilet - Wi1 (Tawaipareira Reserve),Tawaipareira Reserve,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-820,21705-B001-151,Bert Henham Nova Unisex - near playgrnd,Otahuhu/Mt Richmond,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-823,10034-B003-102,May Road WM Park - Changing Sheds,Mt Roskill War Memorial Park,Changing Shed,Building Level 3,Puketapapa,Puketapapa,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-830,21705-B001-152,Changing Rooms,Otahuhu/Mt Richmond,Changing Shed,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-834,10887-B006-152,Changing rooms,Te Puru Park,Changing Shed,Building Level 3,Franklin,Franklin,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-835,21747-B001-100,Changing Room-Piha South Reserve,Piha South Road Reserve,Changing Shed,Building Level 3,Waitakere Ranges,Waitakere Ranges,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-84,10134-B008-151,Toilet - G15 (Whangapoua Beach),Streetscape - Great Barrier,Public Toilet,Building Level 3,Aotea/Great Barrier,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-852,22631-B003-151,South HockeyToilet-Metro Park East,Metro Park - East,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-853,20468-B001-151,Gulf Harbour Recreation Reserve Permaloo,Gulf Harbour Recreation Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-856,10008-B003-151,Toilet- G18 Airfield Carpark Toilet,Claris Airfield & Parking,Public Toilet,Building Level 3,Aotea/Great Barrier,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-859,20599-B001-151,Red Beach Park Permaloo,Red Beach Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-868,11231-B001-151,Toilet-(Arundel Reserve) Res.Accessway,Arundel Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-872,20021-B001-151,Toilet-Brick (Balmain Reserve) Womens,Balmain Reserve,Public Toilet,Building Level 3,Devonport-Takapuna,Devonport-Takapuna,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-873,11107-B002-151,Public Toilet-Below Scout Den,Little Shoal Bay Reserve/Dudding Park,Public Toilet,Building Level 3,Kaipatiki,Kaipatiki,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-877,10646-B001-151,Mayfield Park Toilets & Change Rooms,Mayfield Park,Public Toilet,Building Level 3,Otara-Papatoetoe,Otara-Papatoetoe,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-880,11272-B013-151,Toilet-Martins Bay Rec Reserve,Martins Bay Rec Reserve & Holiday Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-885,21062-B001-151,Toilet Walmsley Park,Walmsley Park,Public Toilet,Building Level 3,Puketapapa,Puketapapa,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-886,10478-B015-151,Toilet Te Muri Camp - Mahu,Te Muri Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-892,10265-B001-153,Toilet (W28)-within the Pavillion,Coxs Bay Reserve,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-9,10001-B001-151,Toilet- W58 Seddon Fields,Seddon Fields/Jaggers Bush,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-91,10245-B001-151,Toilet - Wi13 (Mary Wilson Reserve),Mary Wilson Reserve,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-911,11213-B001-152,Rautawhiri Changing Rooms,Rautawhiri Park,Changing Shed,Building Level 3,Rodney,Rodney,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-918,10478-B018-151,Te Muri - Composting Toilet,Te Muri Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-919,22477-L100-230-EXW-L01,PS_Playground,Huapai Service Centre/Kumeu Library,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-925,11275-L100-230-EXW-005,PS_Playground-Kauri Kids,Stanmore Bay Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-933,22785-L100-230-EXW-L01,PS_Playground,Kauri Drive Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-935,10441-L100-230-EXW-002,PS_Playground_Ellerslie Recr Ctr_NOT AC,Michaels Avenue Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-94,10265-B001-100,Changing Rooms,Coxs Bay Reserve,Changing Shed,Building Level 3,Waitemata,Waitemata,650000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-941,11100-L100-230-EXW-001,PS_Playground - Kauri Kids,Browns Bay Village Green,Playground - Exclusive Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-944,10607-L100-230-EXW-001,PS_Playground,Rogers Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-945,11213-L100-230-EXW-003,PS_Playground (Whole)-by skatepark,Rautawhiri Park,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-948,22085-L100-230-EXW-001,PS_Playground,Fernaig Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-962,21601-L100-230-EXW-001,PS_Playground,Rialto Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-97,10200-B005-100,Toilet/Changng Room/Boiler-H23(Pavilion),Victoria Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-970,22893-L100-230-EXW-001,PS_Playground,Pukeroa Park,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-971,20661-L100-230-EXW-001,PS_Playground (Whole)-,Maygrove Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-979,11342-L100-230-EXW-001,PS_Playground,Riverpark Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-989,11272-L100-230-EXW-002,PS_Playground-Holiday Park Main,Martins Bay Rec Reserve & Holiday Park,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-990,22423-L100-230-EXW-001,PS_Playground (Whole)-,Stillwater Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-991,10587-L100-230-EXW-001,PS_Playground,Moyle Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Possible,True,True,False,False,False,1,Liquefaction review only
park-1,10004-B001-151,Toilet - W45 ( Walker Park),Walker Park,Public Toilet,Building Level 3,Albert-Eden,Albert-Eden,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-10,10011-B001-151,Auckland Central Library - Lv 01,Auckland Central Library,Library,Building Level 3,Waitemata,Waitemata,15000000.0,5,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-100,10305-B003-151,Toilet- T13 (Panmure wharf reserve),Panmure Wharf Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1001,11075-L100-230-EXW-001,PS_Playground (Whole)-,Totaravale Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1002,11367-L100-230-EXW-001,PS_Playground,Fairdene Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1003,23367-L100-230-EXW-001,PS_Playground,Babich Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1004,20026-L100-230-EXW-001,PS_Playground (Whole)-,Bath Street Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1005,10691-L100-230-EXW-002,PS_Playground,East Tamaki Reserve,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1006,20311-L100-230-EXW-001,PS_Playground (Whole)-,Northboro Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1007,21571-L100-230-EXW-001,PS_Playground Scd54,Swainston Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1008,10056-L100-230-EXW-001,PS_Playground Scy56,Ellerslie Domain,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1009,10343-L100-230-EXW-001,PS_Playground Rq965,Pollard Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1010,20672-L100-230-EXW-001,PS_Playground Rzx71,Mulberry Grove Reserve & School,Playground - Public Access,Playground Location,Aotea/Great Barrier,Waiheke-Great Barrier,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1011,10116-L100-230-EXW-001,PS_Playground Rql01,Little Rangitoto Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1012,22672-L100-230-EXW-001,PS_Playground,Alan Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1014,21173-L100-230-EXW-001,PS_Playground Rj674,Braemar Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1015,21408-L100-230-EXW-001,PS_Playground,Home Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1017,21661-L151-230-EXW-001,PS_Playground,Burundi Ave Foreshore,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1018,21444-L100-230-EXW-001,PS_Playground Rr036,Tirotai Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1019,21011-L100-230-EXW-001,PS_Playground Rj720,Costley Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-102,10308-B022-151,Toilet - H28 (Wintergarden),Auckland Domain,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1020,10213-L100-230-EXW-001,PS_Playground Rj481,Jordan Park,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1021,21188-L100-230-EXW-001,PS_Playground Ry826,Watling Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1022,10373-L100-230-EXW-001,PS_Playground Rj500,Savage Park,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1023,10155-L100-230-EXW-003,PS_Playground Rq836,Grey Lynn Park,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1024,10582-L100-230-EXW-001,PS_Playground,The Dale,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1025,10389-L100-230-EXW-001,PS_Playground Rwt25,Gribblehirst Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1026,10387-L100-230-EXW-002,PS_Playground_Pt Erin Park_Rlv84,Te Oka / Point Erin Park,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1027,10219-L100-230-EXW-001,PS_Playground Rdf79,Anderson Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1028,20930-L100-230-EXW-001,PS_Playground Ruz60,Virginia Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1030,10464-L100-230-EXW-001,PS_Playground-Sunken garden-rearVisitorC,Botanic Gardens Regional Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1031,21589-L100-230-EXW-001,PS_Playground,Balgowan Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1032,20255-L100-230-EXW-001,PS_Playground,Waimate Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1033,10383-L100-230-EXW-001,PS_Playground,Murphy Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1034,21631-L100-230-EXW-001,PS_Playground,Robin Brooke Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1035,21251-L100-230-EXW-001,PS_Playground,Archmillen Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1036,21090-L100-230-EXW-001,PS_Playground (Whole)-,Nile Reserve (Milford),Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1037,10586-L100-230-EXW-001,PS_Playground,Beachlands Domain,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1038,11115-L100-230-EXW-001,PS_Playground-Opaketai BeachHaven Garden,Opaketai Beach Haven Garden,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1039,22034-L100-230-EXW-001,PS_Playground,Jacaranda Avenue Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-104,10315-B007-151,Toilet - Adjacent to playground,Jellicoe Park & Onehunga War Mem Pools,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1040,10395-L100-230-EXW-001,PS_Playground Rrm43,Newmarket Park,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1041,10351-L100-230-EXW-001,PS_Playground Scl67,Owairaka Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1042,21481-L100-230-EXW-001,PS_Playground Rj405,Buchanan Park,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1043,21606-L100-230-EXW-001,PS_Playground,Richard Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1044,21715-L100-230-EXW-001,PS_Playground,Cargill Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1045,21094-L100-230-EXW-001,PS_Playground (Whole)-,Northcroft Esplanade Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1047,21506-L100-230-EXW-001,PS_Playground,Tiraumea Drive Island Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1049,20001-L100-230-EXW-001,PS_Playground,Village Green (Papakura Service Centre),Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1050,22326-L100-230-EXW-001,PS_Playground,Whiteacres Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1053,10759-L100-230-EXW-001,PS_Playground - Junior,Maraetai Park,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1054,10535-L100-230-EXW-001,PS_Playground,Massey Park - Waiuku,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1055,21638-L100-230-EXW-001,PS_Playground,Bedingfield Memorial Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1056,11058-L100-230-EXW-001,PS_Playground (Whole) -,Okura Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1057,20178-L100-230-EXW-001,PS_Playground,Wattle Downs Esplanade Reserve,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1058,21147-L100-230-EXW-002,PS_Playground (Whole),Takapuna Rose Gardens - Potters,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1059,22739-L100-230-EXW-001,PS_Playground,Macleans Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1060,11335-L100-230-EXW-001,PS_Playground,Parrs Park,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1061,21719-L100-230-EXW-001,PS_Playground,Caringbah Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1062,10706-L100-230-EXW-001,PS_Playground,Milton Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1064,22208-L100-230-EXW-001,PS_Playground (Whole)-,Devonshire Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1066,21521-L100-230-EXW-001,PS_Playground,Shipton Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1067,21692-L100-230-EXW-001,PS_Playground,Henry Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1068,23003-L100-230-EXW-001,PS_Playground,Mirrabooka Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1069,21156-L100-230-EXW-001,PS_Playground (Whole)-,Teviot Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-107,10348-B001-151,Toilet - W49-L (Western Springs),Western Springs Lakeside,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1072,22183-L100-230-EXW-001,PS_Playground (Whole)-,Pemberton Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1073,20532-L100-230-EXW-001,PS_Playground,Robert Knox Memorial Park,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1074,10619-L100-230-EXW-001,PS_Playground-Buckland Rd,Walter Massey Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1075,22250-L100-230-EXW-001,PS_Playground (Whole)-,Bushlands Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
