record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-147,10468-B001-151,Hunua North Toilets,Hunua Ranges Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1470,11169-L100-230-EXW-001,PS_Playground,Massey Park - Papakura,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1472,22778-L100-230-EXW-001,PS_Playground,Longford Park Link Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1473,11390-L100-230-EXW-001,PS_Playground (Whole)-,Hobsonville War Memorial,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1474,10048-L100-230-EXW-001,PS_Playground Heron Park,Heron Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1475,21416-L100-230-EXW-001,PS_Playground Rdw11,Premier Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1476,10151-L100-230-EXW-001,PS_Playground Rdg27,Nixon Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1478,21561-L100-230-EXW-001,PS_Playground Rr005,Ruka Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1479,10444-L100-230-EXW-001,PS_Playground Sbc21,Nicholson Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-148,10467-B002-151,Campground Toilet Block-Oman,O Manawatere Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1480,21803-L100-230-EXW-001,PS_Playground Rdh94,Wairua Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1481,10591-L100-230-EXW-001,PS_Playground,Manukau Sports Bowl & Velodrome,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1482,22977-L100-230-EXW-001,PS_Playground-John St,Samuel Miller Park (Nelson St Reserve),Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1483,20514-L100-230-EXW-001,PS_Playground,Clive Howe Rd Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1484,22847-L100-230-EXW-002,PS_Playground-Cobham Cres,Otamariki Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1485,10515-L151-230-EXW-001,PS_Playground,Waiuku Library,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1486,21004-L100-230-EXW-001,PS_Playground Climber Modules,Sainsbury Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1488,10309-L100-230-EXW-001,PS_Playground - Plunket,Otahuhu Plunket Rooms,Playground - Exclusive Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1489,22684-L100-230-EXW-001,PS_Playground,Prince Regent Drive,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-149,10467-B003-151,Campground Entrance Toilet-Oman,O Manawatere Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1490,20395-L100-230-EXW-001,PS_Playground,Imrie Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1491,10906-L100-230-EXW-001,PS_Playground,Whitford War Memorial Domain,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1492,22194-L100-230-EXW-001,PS_Playground (Whole)-,Centorian Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1493,22852-L100-230-EXW-001,PS_Playground-O'Connor Dr Side,O'Conner Drive Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1497,24691-L100-230-EXW-001,PS_Playground,Timberlands/Harris Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1498,22027-L100-230-EXW-001,PS_Playground,Inwards Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1499,23004-L100-230-EXW-001,PS_Playground,Mission Heights Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-15,10011-B001-159,Akl Central Library - Archives,Auckland Central Library,Library,Building Level 3,Waitemata,Waitemata,15000000.0,5,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-150,10468-B010-151,Lower Mangatawhiri Campground Longdrop 1,Hunua Ranges Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1503,10361-L100-230-EXW-001,PS_Playground Rr008,Patteson Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1504,10424-L100-230-EXW-001,PS_Playground Rj611,Madills Farm Recreation Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1505,22998-L100-230-EXW-001,PS_Playground,Millen Avenue Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1506,10241-L100-230-EXW-001,PS_Playground Rj459,Konini Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1507,10286-L100-230-EXW-001,PS_Playground Ry424,Potters Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1508,10356-L100-230-EXW-001,PS_Playground Rj801,Western Park - Freemans Bay,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1509,10179-L100-230-EXW-001,PS_Playground,Maungawhau/Mount Eden,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-151,10468-B036-151,Secret Hut on MA baitline (Remote Site),Hunua Ranges Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1510,21429-L100-230-EXW-001,PS_Playground,Sutton Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1511,21540-L100-230-EXW-001,PS_Playground-East Topland Dr,Topland Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1512,21678-L100-230-EXW-001,PS_Playground,Purata Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1513,10642-L100-230-EXW-001,PS_Playground,Waterlea Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1514,22482-L100-230-EXW-002,PS_Playground-Hilling St,Crum Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1515,22883-L100-230-EXW-001,PS_Playground,Premila Drive Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1516,22639-L100-230-EXW-001,PS_Playground,Bridge Avenue Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1517,22987-L100-230-EXW-001,PS_Playground,Norana Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1518,20263-L100-230-EXW-001,PS_Playground-Centre of reserve,Parkhaven Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1519,10167-L100-230-EXW-001,PS_Playground,Fairburn Reserve,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-152,10468-B035-151,Kokako Cafe pit toilet (Remote Site),Hunua Ranges Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1521,20706-L100-230-EXW-001,PS_Playground,Mcclintock Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1522,11138-L100-230-EXW-001,PS_Playground (Whole)-,Kaipatiki Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1523,22560-L100-230-EXW-001,PS_Playground,Semillon Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1524,21976-L100-230-EXW-001,PS_Playground (Whole)-,Shelter Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1525,21877-L100-230-EXW-001,PS_Playground,Onedin Green,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1526,20716-L100-230-EXW-001,PS_Playground,Mckinley Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1527,22788-L100-230-EXW-001,PS_Playground,Weymouth Park (Joshua Place Reserve),Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1528,20876-L100-230-EXW-001,PS_Playground,Manutewhau Walk and Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1529,11438-L100-230-EXW-001,PS_Playground,Marinich Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-153,10469-B009-151,Kayak Camp Compost Toilet (Remote Accs),Duder Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1530,20519-L100-230-EXW-001,PS_Playground,Highland Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1531,22578-L100-230-EXW-001,PS_Playground,Tangiwai Reserve,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1532,22637-L100-230-EXW-001,PS_Playground,Barrys Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1533,22495-L100-230-EXW-001,PS_Playground,Don Buck Corner,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1536,10892-L100-230-EXW-001,PS_Playground- Ellerslie Flower Show,Totara Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1537,23220-L100-230-EXW-001,PS_Playground,Coombe Avenue Reserve,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1538,22414-L100-230-EXW-001,PS_Playground (Whole)-,Kaipara Crescent Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-154,10470-B014-152,Changing area,Awhitu Regional Park,Changing Shed,Building Level 3,Franklin,Franklin,650000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1540,22181-L100-230-EXW-001,PS_Playground (Whole)-,Park Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1541,22761-L100-230-EXW-001,PS_Playground,Leaver Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1542,23311-L100-230-EXW-001,PS_Playground (Whole)-,Belmont Rose Gardens,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1545,21498-L100-230-EXW-001,PS_Playground,Tington Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1546,22302-L100-230-EXW-001,PS_Playground (Whole)-,Warkworth River Bank-Town W/Way,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1547,21968-L100-230-EXW-001,PS_Playground (Whole)-,Sanders Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1548,10935-L100-230-EXW-001,PS_Playground (Whole)-,Greenhithe War Memorial Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1549,11095-L100-230-EXW-001,PS_Playground (Whole)-,Elliott Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-155,10470-B018-151,Peninsula Campground Toilet-Awhi,Awhitu Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1551,10933-L100-230-EXW-001,PS_Playground (Whole)-,Kell Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1552,22537-L100-230-EXW-001,PS_Playground,Tatyana Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1554,10107-L100-230-EXW-001,PS_Playground,Eastdale Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1556,21847-L100-230-EXW-001,PS_Playground (Whole)-,Wentworth Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1557,10431-L100-230-EXW-001,PS_Playground,Craigavon Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1559,23078-L100-230-EXW-001,PS_Playground Rvh06,Old Mill Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
